이름,최대인원,침실,침대,욕실,가격,detail내용,위도,경도,geometry,지하철까지거리m,지하철역,가장 가까운 버스정류장까지 거리(m),가장 가까운 버스정류장,1000버퍼,1000m맛집,1000m문화공간,1000m문화재,1000m쇼핑
"을지로 Chillin' inn(시티뷰/복층/파티룸/을지로4가/2,4,1,5호선 도보 5분)",4,1,2,1.0,96607,더블침대 2,37.565025,127.000403,POINT (955878.7611099501 1951857.6831342007),287.334218835449,을지로4가역,187.87010293995073,을지로5가.중부시장,"POLYGON ((956878.7611099501 1951857.6831342007, 956873.9458366224 1951759.6659938712, 956859.5463903534 1951662.5928121847, 956835.7014456823 1951567.3984569462, 956802.6406424614 1951474.9997018357, 956760.6823742985 1951386.2863973747, 956710.2307222526 1951302.1129011812, 956651.7715633129 1951223.289850037, 956585.8678911367 1951150.5763530142, 956513.1543941138 1951084.672680838, 956434.3313429698 1951026.2135218983, 956350.1578467762 1950975.7618698524, 956261.4445423152 1950933.8036016894, 956169.0457872046 1950900.7427984686, 956073.8514319663 1950876.8978537975, 955976.7782502797 1950862.4984075285, 955878.7611099501 1950857.6831342007, 955780.7439696206 1950862.4984075285, 955683.670787934 1950876.8978537975, 955588.4764326956 1950900.7427984686, 955496.0776775851 1950933.8036016894, 955407.3643731241 1950975.7618698524, 955323.1908769305 1951026.2135218983, 955244.3678257865 1951084.672680838, 955171.6543287636 1951150.5763530142, 955105.7506565874 1951223.289850037, 955047.2914976476 1951302.1129011812, 954996.8398456018 1951386.2863973747, 954954.8815774389 1951474.9997018357, 954921.820774218 1951567.3984569462, 954897.9758295469 1951662.5928121847, 954883.5763832779 1951759.6659938712, 954878.7611099501 1951857.6831342007, 954883.5763832779 1951955.7002745303, 954897.9758295469 1952052.7734562168, 954921.820774218 1952147.9678114553, 954954.8815774389 1952240.3665665658, 954996.8398456018 1952329.0798710268, 955047.2914976476 1952413.2533672203, 955105.7506565874 1952492.0764183644, 955171.6543287636 1952564.7899153873, 955244.3678257865 1952630.6935875635, 955323.1908769305 1952689.1527465032, 955407.3643731241 1952739.604398549, 955496.0776775851 1952781.562666712, 955588.4764326956 1952814.623469933, 955683.670787934 1952838.468414604, 955780.7439696206 1952852.867860873, 955878.7611099501 1952857.6831342007, 955976.7782502797 1952852.867860873, 956073.8514319663 1952838.468414604, 956169.0457872046 1952814.623469933, 956261.4445423152 1952781.562666712, 956350.1578467762 1952739.604398549, 956434.3313429698 1952689.1527465032, 956513.1543941138 1952630.6935875635, 956585.8678911367 1952564.7899153873, 956651.7715633129 1952492.0764183644, 956710.2307222526 1952413.2533672203, 956760.6823742985 1952329.0798710268, 956802.6406424614 1952240.3665665658, 956835.7014456823 1952147.9678114553, 956859.5463903534 1952052.7734562168, 956873.9458366224 1951955.7002745303, 956878.7611099501 1951857.6831342007))",54,16,31,17
어반스테이: 명동의 사랑스러운 프라이빗 스튜디오,2,1,1,1.0,123255,퀸사이즈 침대1,37.562903,126.992304,POINT (955162.2321595968 1951626.0911294532),226.11505348455182,충무로역,86.68036872360817,초동,"POLYGON ((956162.2321595968 1951626.0911294532, 956157.416886269 1951528.0739891236, 956143.01744 1951431.000807437, 956119.1724953289 1951335.8064521987, 956086.111692108 1951243.407697088, 956044.1534239451 1951154.694392627, 955993.7017718992 1951070.5208964336, 955935.2426129595 1950991.6978452895, 955869.3389407833 1950918.9843482666, 955796.6254437604 1950853.0806760904, 955717.8023926164 1950794.6215171507, 955633.6288964228 1950744.1698651048, 955544.9155919618 1950702.2115969418, 955452.5168368513 1950669.150793721, 955357.3224816129 1950645.30584905, 955260.2492999263 1950630.906402781, 955162.2321595968 1950626.0911294532, 955064.2150192672 1950630.906402781, 954967.1418375806 1950645.30584905, 954871.9474823422 1950669.150793721, 954779.5487272317 1950702.2115969418, 954690.8354227707 1950744.1698651048, 954606.6619265771 1950794.6215171507, 954527.8388754331 1950853.0806760904, 954455.1253784102 1950918.9843482666, 954389.221706234 1950991.6978452895, 954330.7625472943 1951070.5208964336, 954280.3108952484 1951154.694392627, 954238.3526270855 1951243.407697088, 954205.2918238646 1951335.8064521987, 954181.4468791935 1951431.000807437, 954167.0474329245 1951528.0739891236, 954162.2321595968 1951626.0911294532, 954167.0474329245 1951724.1082697827, 954181.4468791935 1951821.1814514692, 954205.2918238646 1951916.3758067077, 954238.3526270855 1952008.7745618182, 954280.3108952484 1952097.4878662792, 954330.7625472943 1952181.6613624727, 954389.221706234 1952260.4844136168, 954455.1253784102 1952333.1979106397, 954527.8388754331 1952399.1015828159, 954606.6619265771 1952457.5607417556, 954690.8354227707 1952508.0123938015, 954779.5487272317 1952549.9706619645, 954871.9474823422 1952583.0314651853, 954967.1418375806 1952606.8764098564, 955064.2150192672 1952621.2758561254, 955162.2321595968 1952626.0911294532, 955260.2492999263 1952621.2758561254, 955357.3224816129 1952606.8764098564, 955452.5168368513 1952583.0314651853, 955544.9155919618 1952549.9706619645, 955633.6288964228 1952508.0123938015, 955717.8023926164 1952457.5607417556, 955796.6254437604 1952399.1015828159, 955869.3389407833 1952333.1979106397, 955935.2426129595 1952260.4844136168, 955993.7017718992 1952181.6613624727, 956044.1534239451 1952097.4878662792, 956086.111692108 1952008.7745618182, 956119.1724953289 1951916.3758067077, 956143.01744 1951821.1814514692, 956157.416886269 1951724.1082697827, 956162.2321595968 1951626.0911294532))",81,25,43,9
[New] 신당역 1분/# 도시야경/#넷플릭스/#6호선 /#2호선/ # The Vino,2,1,1,1.0,89000,,37.565017,127.017156,POINT (957358.2845103742 1951849.0620683942),154.55454657351183,신당역,160.8704375292661,신당역.중앙시장앞,"POLYGON ((958358.2845103742 1951849.0620683942, 958353.4692370464 1951751.0449280646, 958339.0697907774 1951653.971746378, 958315.2248461064 1951558.7773911397, 958282.1640428854 1951466.378636029, 958240.2057747225 1951377.665331568, 958189.7541226767 1951293.4918353746, 958131.2949637369 1951214.6687842305, 958065.3912915607 1951141.9552872076, 957992.6777945379 1951076.0516150314, 957913.8547433938 1951017.5924560917, 957829.6812472002 1950967.1408040458, 957740.9679427393 1950925.1825358828, 957648.5691876287 1950892.121732662, 957553.3748323903 1950868.276787991, 957456.3016507038 1950853.877341722, 957358.2845103742 1950849.0620683942, 957260.2673700446 1950853.877341722, 957163.194188358 1950868.276787991, 957067.9998331197 1950892.121732662, 956975.6010780091 1950925.1825358828, 956886.8877735481 1950967.1408040458, 956802.7142773545 1951017.5924560917, 956723.8912262105 1951076.0516150314, 956651.1777291876 1951141.9552872076, 956585.2740570115 1951214.6687842305, 956526.8148980717 1951293.4918353746, 956476.3632460259 1951377.665331568, 956434.404977863 1951466.378636029, 956401.344174642 1951558.7773911397, 956377.499229971 1951653.971746378, 956363.0997837019 1951751.0449280646, 956358.2845103742 1951849.0620683942, 956363.0997837019 1951947.0792087237, 956377.499229971 1952044.1523904102, 956401.344174642 1952139.3467456487, 956434.404977863 1952231.7455007592, 956476.3632460259 1952320.4588052202, 956526.8148980717 1952404.6323014137, 956585.2740570115 1952483.4553525578, 956651.1777291876 1952556.1688495807, 956723.8912262105 1952622.0725217569, 956802.7142773545 1952680.5316806966, 956886.8877735481 1952730.9833327425, 956975.6010780091 1952772.9416009055, 957067.9998331197 1952806.0024041263, 957163.194188358 1952829.8473487974, 957260.2673700446 1952844.2467950664, 957358.2845103742 1952849.0620683942, 957456.3016507038 1952844.2467950664, 957553.3748323903 1952829.8473487974, 957648.5691876287 1952806.0024041263, 957740.9679427393 1952772.9416009055, 957829.6812472002 1952730.9833327425, 957913.8547433938 1952680.5316806966, 957992.6777945379 1952622.0725217569, 958065.3912915607 1952556.1688495807, 958131.2949637369 1952483.4553525578, 958189.7541226767 1952404.6323014137, 958240.2057747225 1952320.4588052202, 958282.1640428854 1952231.7455007592, 958315.2248461064 1952139.3467456487, 958339.0697907774 1952044.1523904102, 958353.4692370464 1951947.0792087237, 958358.2845103742 1951849.0620683942))",24,7,4,23
"urbanstay : 호텔처럼 깔끔하고, 내 집처럼 편안한 #명동역 #충무로역",2,1,1,1.0,95200,,37.5655045,126.9938104,POINT (955296.8271253107 1951913.9968513804),170.96658213373468,을지로3가역,174.0368828930003,을지로3가,"POLYGON ((956296.8271253107 1951913.9968513804, 956292.0118519829 1951815.9797110509, 956277.6124057139 1951718.9065293644, 956253.7674610429 1951623.712174126, 956220.7066578219 1951531.3134190154, 956178.748389659 1951442.6001145544, 956128.2967376132 1951358.426618361, 956069.8375786734 1951279.6035672168, 956003.9339064972 1951206.890070194, 955931.2204094743 1951140.9863980177, 955852.3973583303 1951082.527239078, 955768.2238621367 1951032.0755870321, 955679.5105576757 1950990.117318869, 955587.1118025652 1950957.0565156483, 955491.9174473268 1950933.2115709772, 955394.8442656402 1950918.8121247082, 955296.8271253107 1950913.9968513804, 955198.8099849811 1950918.8121247082, 955101.7368032945 1950933.2115709772, 955006.5424480562 1950957.0565156483, 954914.1436929456 1950990.117318869, 954825.4303884846 1951032.0755870321, 954741.256892291 1951082.527239078, 954662.433841147 1951140.9863980177, 954589.7203441241 1951206.890070194, 954523.816671948 1951279.6035672168, 954465.3575130082 1951358.426618361, 954414.9058609623 1951442.6001145544, 954372.9475927994 1951531.3134190154, 954339.8867895785 1951623.712174126, 954316.0418449074 1951718.9065293644, 954301.6423986384 1951815.9797110509, 954296.8271253107 1951913.9968513804, 954301.6423986384 1952012.01399171, 954316.0418449074 1952109.0871733965, 954339.8867895785 1952204.281528635, 954372.9475927994 1952296.6802837455, 954414.9058609623 1952385.3935882065, 954465.3575130082 1952469.5670844, 954523.816671948 1952548.3901355441, 954589.7203441241 1952621.103632567, 954662.433841147 1952687.0073047432, 954741.256892291 1952745.466463683, 954825.4303884846 1952795.9181157288, 954914.1436929456 1952837.8763838918, 955006.5424480562 1952870.9371871126, 955101.7368032945 1952894.7821317837, 955198.8099849811 1952909.1815780527, 955296.8271253107 1952913.9968513804, 955394.8442656402 1952909.1815780527, 955491.9174473268 1952894.7821317837, 955587.1118025652 1952870.9371871126, 955679.5105576757 1952837.8763838918, 955768.2238621367 1952795.9181157288, 955852.3973583303 1952745.466463683, 955931.2204094743 1952687.0073047432, 956003.9339064972 1952621.103632567, 956069.8375786734 1952548.3901355441, 956128.2967376132 1952469.5670844, 956178.748389659 1952385.3935882065, 956220.7066578219 1952296.6802837455, 956253.7674610429 1952204.281528635, 956277.6124057139 1952109.0871733965, 956292.0118519829 1952012.01399171, 956296.8271253107 1951913.9968513804))",73,21,30,6
[저층특가] #urbanstay #레지던스 #취사가능 #장기투숙 #명동 #충무로,2,1,1,1.0,85000,,37.563821,126.992432,POINT (955174.0867608635 1951727.8775463062),283.3673568118852,을지로3가역,79.91560786272373,초동,"POLYGON ((956174.0867608635 1951727.8775463062, 956169.2714875358 1951629.8604059767, 956154.8720412668 1951532.7872242902, 956131.0270965957 1951437.5928690517, 956097.9662933748 1951345.1941139412, 956056.0080252119 1951256.4808094802, 956005.556373166 1951172.3073132867, 955947.0972142263 1951093.4842621426, 955881.1935420501 1951020.7707651197, 955808.4800450272 1950954.8670929435, 955729.6569938832 1950896.4079340037, 955645.4834976896 1950845.956281958, 955556.7701932286 1950803.998013795, 955464.371438118 1950770.937210574, 955369.1770828797 1950747.092265903, 955272.1039011931 1950732.692819634, 955174.0867608635 1950727.8775463062, 955076.069620534 1950732.692819634, 954978.9964388474 1950747.092265903, 954883.802083609 1950770.937210574, 954791.4033284985 1950803.998013795, 954702.6900240375 1950845.956281958, 954618.5165278439 1950896.4079340037, 954539.6934766999 1950954.8670929435, 954466.979979677 1951020.7707651197, 954401.0763075008 1951093.4842621426, 954342.617148561 1951172.3073132867, 954292.1654965152 1951256.4808094802, 954250.2072283523 1951345.1941139412, 954217.1464251314 1951437.5928690517, 954193.3014804603 1951532.7872242902, 954178.9020341913 1951629.8604059767, 954174.0867608635 1951727.8775463062, 954178.9020341913 1951825.8946866358, 954193.3014804603 1951922.9678683223, 954217.1464251314 1952018.1622235607, 954250.2072283523 1952110.5609786713, 954292.1654965152 1952199.2742831323, 954342.617148561 1952283.4477793258, 954401.0763075008 1952362.27083047, 954466.979979677 1952434.9843274928, 954539.6934766999 1952500.887999669, 954618.5165278439 1952559.3471586087, 954702.6900240375 1952609.7988106546, 954791.4033284985 1952651.7570788176, 954883.802083609 1952684.8178820384, 954978.9964388474 1952708.6628267094, 955076.069620534 1952723.0622729785, 955174.0867608635 1952727.8775463062, 955272.1039011931 1952723.0622729785, 955369.1770828797 1952708.6628267094, 955464.371438118 1952684.8178820384, 955556.7701932286 1952651.7570788176, 955645.4834976896 1952609.7988106546, 955729.6569938832 1952559.3471586087, 955808.4800450272 1952500.887999669, 955881.1935420501 1952434.9843274928, 955947.0972142263 1952362.27083047, 956005.556373166 1952283.4477793258, 956056.0080252119 1952199.2742831323, 956097.9662933748 1952110.5609786713, 956131.0270965957 1952018.1622235607, 956154.8720412668 1951922.9678683223, 956169.2714875358 1951825.8946866358, 956174.0867608635 1951727.8775463062))",80,25,37,9
북유럽 감성의 코지 복층 하우스 #청계천#트리플역세권,3,1,1,1.0,100000,퀸사이즈 침대1,37.574114,127.02206,POINT (957796.5106031378 1952856.1144253951),243.40152403416204,신설동역,288.8685981135115,황학동롯데캐슬,"POLYGON ((958796.5106031378 1952856.1144253951, 958791.69532981 1952758.0972850656, 958777.295883541 1952661.024103379, 958753.45093887 1952565.8297481406, 958720.390135649 1952473.43099303, 958678.4318674861 1952384.717688569, 958627.9802154403 1952300.5441923756, 958569.5210565005 1952221.7211412315, 958503.6173843243 1952149.0076442086, 958430.9038873015 1952083.1039720324, 958352.0808361574 1952024.6448130927, 958267.9073399638 1951974.1931610468, 958179.1940355028 1951932.2348928838, 958086.7952803923 1951899.174089663, 957991.6009251539 1951875.329144992, 957894.5277434674 1951860.929698723, 957796.5106031378 1951856.1144253951, 957698.4934628082 1951860.929698723, 957601.4202811216 1951875.329144992, 957506.2259258833 1951899.174089663, 957413.8271707727 1951932.2348928838, 957325.1138663117 1951974.1931610468, 957240.9403701181 1952024.6448130927, 957162.1173189741 1952083.1039720324, 957089.4038219512 1952149.0076442086, 957023.5001497751 1952221.7211412315, 956965.0409908353 1952300.5441923756, 956914.5893387895 1952384.717688569, 956872.6310706266 1952473.43099303, 956839.5702674056 1952565.8297481406, 956815.7253227346 1952661.024103379, 956801.3258764655 1952758.0972850656, 956796.5106031378 1952856.1144253951, 956801.3258764655 1952954.1315657247, 956815.7253227346 1953051.2047474112, 956839.5702674056 1953146.3991026497, 956872.6310706266 1953238.7978577602, 956914.5893387895 1953327.5111622212, 956965.0409908353 1953411.6846584147, 957023.5001497751 1953490.5077095588, 957089.4038219512 1953563.2212065817, 957162.1173189741 1953629.1248787579, 957240.9403701181 1953687.5840376976, 957325.1138663117 1953738.0356897435, 957413.8271707727 1953779.9939579065, 957506.2259258833 1953813.0547611273, 957601.4202811216 1953836.8997057984, 957698.4934628082 1953851.2991520674, 957796.5106031378 1953856.1144253951, 957894.5277434674 1953851.2991520674, 957991.6009251539 1953836.8997057984, 958086.7952803923 1953813.0547611273, 958179.1940355028 1953779.9939579065, 958267.9073399638 1953738.0356897435, 958352.0808361574 1953687.5840376976, 958430.9038873015 1953629.1248787579, 958503.6173843243 1953563.2212065817, 958569.5210565005 1953490.5077095588, 958627.9802154403 1953411.6846584147, 958678.4318674861 1953327.5111622212, 958720.390135649 1953238.7978577602, 958753.45093887 1953146.3991026497, 958777.295883541 1953051.2047474112, 958791.69532981 1952954.1315657247, 958796.5106031378 1952856.1144253951))",5,1,1,4
"♥명동역3분♥ 아늑하고 편한 모임+ 감성유닛 T5 in 명동 (방역완료, 살균ing)",4,1,2,1.0,130000,더블침대 2,37.561656,126.983582,POINT (954391.1729361657 1951491.939691385),253.40688217234606,명동역,116.69746385818596,퇴계로2가.명동역,"POLYGON ((955391.1729361657 1951491.939691385, 955386.357662838 1951393.9225510554, 955371.9582165689 1951296.849369369, 955348.1132718979 1951201.6550141305, 955315.0524686769 1951109.25625902, 955273.094200514 1951020.542954559, 955222.6425484682 1950936.3694583655, 955164.1833895284 1950857.5464072214, 955098.2797173522 1950784.8329101985, 955025.5662203294 1950718.9292380223, 954946.7431691854 1950660.4700790825, 954862.5696729918 1950610.0184270367, 954773.8563685308 1950568.0601588737, 954681.4576134202 1950534.9993556528, 954586.2632581819 1950511.1544109818, 954489.1900764953 1950496.7549647128, 954391.1729361657 1950491.939691385, 954293.1557958361 1950496.7549647128, 954196.0826141495 1950511.1544109818, 954100.8882589112 1950534.9993556528, 954008.4895038006 1950568.0601588737, 953919.7761993397 1950610.0184270367, 953835.602703146 1950660.4700790825, 953756.779652002 1950718.9292380223, 953684.0661549792 1950784.8329101985, 953618.162482803 1950857.5464072214, 953559.7033238632 1950936.3694583655, 953509.2516718174 1951020.542954559, 953467.2934036545 1951109.25625902, 953434.2326004335 1951201.6550141305, 953410.3876557625 1951296.849369369, 953395.9882094935 1951393.9225510554, 953391.1729361657 1951491.939691385, 953395.9882094935 1951589.9568317146, 953410.3876557625 1951687.030013401, 953434.2326004335 1951782.2243686395, 953467.2934036545 1951874.62312375, 953509.2516718174 1951963.336428211, 953559.7033238632 1952047.5099244046, 953618.162482803 1952126.3329755487, 953684.0661549792 1952199.0464725716, 953756.779652002 1952264.9501447477, 953835.602703146 1952323.4093036875, 953919.7761993397 1952373.8609557333, 954008.4895038006 1952415.8192238964, 954100.8882589112 1952448.8800271172, 954196.0826141495 1952472.7249717882, 954293.1557958361 1952487.1244180573, 954391.1729361657 1952491.939691385, 954489.1900764953 1952487.1244180573, 954586.2632581819 1952472.7249717882, 954681.4576134202 1952448.8800271172, 954773.8563685308 1952415.8192238964, 954862.5696729918 1952373.8609557333, 954946.7431691854 1952323.4093036875, 955025.5662203294 1952264.9501447477, 955098.2797173522 1952199.0464725716, 955164.1833895284 1952126.3329755487, 955222.6425484682 1952047.5099244046, 955273.094200514 1951963.336428211, 955315.0524686769 1951874.62312375, 955348.1132718979 1951782.2243686395, 955371.9582165689 1951687.030013401, 955386.357662838 1951589.9568317146, 955391.1729361657 1951491.939691385))",138,34,79,11
"화이트 우드 인테리어, 복층 스위트가족실,남산타워 3분,루프탑 드라마촬영,남산타워 뷰",4,2,3,1.0,157230,퀸사이즈 침대2,37.55802,126.985798,POINT (954584.6792803234 1951087.470849408),332.7973824093488,명동역,139.7107993471735,서울애니메이션센터,"POLYGON ((955584.6792803234 1951087.470849408, 955579.8640069957 1950989.4537090785, 955565.4645607267 1950892.380527392, 955541.6196160556 1950797.1861721536, 955508.5588128347 1950704.787417043, 955466.6005446718 1950616.074112582, 955416.1488926259 1950531.9006163885, 955357.6897336862 1950453.0775652444, 955291.78606151 1950380.3640682215, 955219.0725644871 1950314.4603960454, 955140.2495133431 1950256.0012371056, 955056.0760171495 1950205.5495850598, 954967.3627126885 1950163.5913168967, 954874.963957578 1950130.5305136759, 954779.7696023396 1950106.6855690049, 954682.696420653 1950092.2861227358, 954584.6792803234 1950087.470849408, 954486.6621399939 1950092.2861227358, 954389.5889583073 1950106.6855690049, 954294.3946030689 1950130.5305136759, 954201.9958479584 1950163.5913168967, 954113.2825434974 1950205.5495850598, 954029.1090473038 1950256.0012371056, 953950.2859961598 1950314.4603960454, 953877.5724991369 1950380.3640682215, 953811.6688269607 1950453.0775652444, 953753.209668021 1950531.9006163885, 953702.7580159751 1950616.074112582, 953660.7997478122 1950704.787417043, 953627.7389445913 1950797.1861721536, 953603.8939999202 1950892.380527392, 953589.4945536512 1950989.4537090785, 953584.6792803234 1951087.470849408, 953589.4945536512 1951185.4879897377, 953603.8939999202 1951282.561171424, 953627.7389445913 1951377.7555266626, 953660.7997478122 1951470.1542817731, 953702.7580159751 1951558.8675862341, 953753.209668021 1951643.0410824276, 953811.6688269607 1951721.8641335717, 953877.5724991369 1951794.5776305946, 953950.2859961598 1951860.4813027708, 954029.1090473038 1951918.9404617106, 954113.2825434974 1951969.3921137564, 954201.9958479584 1952011.3503819194, 954294.3946030689 1952044.4111851403, 954389.5889583073 1952068.2561298113, 954486.6621399939 1952082.6555760803, 954584.6792803234 1952087.470849408, 954682.696420653 1952082.6555760803, 954779.7696023396 1952068.2561298113, 954874.963957578 1952044.4111851403, 954967.3627126885 1952011.3503819194, 955056.0760171495 1951969.3921137564, 955140.2495133431 1951918.9404617106, 955219.0725644871 1951860.4813027708, 955291.78606151 1951794.5776305946, 955357.6897336862 1951721.8641335717, 955416.1488926259 1951643.0410824276, 955466.6005446718 1951558.8675862341, 955508.5588128347 1951470.1542817731, 955541.6196160556 1951377.7555266626, 955565.4645607267 1951282.561171424, 955579.8640069957 1951185.4879897377, 955584.6792803234 1951087.470849408))",90,25,56,8
[UH SUITE]#더명동#객실 내 풀스파#명동역 도보 1분(넷플릭스 가능)#A,6,2,3,1.5,370000,퀸사이즈 침대3,37.557981,126.985842,POINT (954588.5418041233 1951083.1227392945),336.56889332391967,명동역,137.9388596817719,서울애니메이션센터,"POLYGON ((955588.5418041233 1951083.1227392945, 955583.7265307956 1950985.105598965, 955569.3270845265 1950888.0324172785, 955545.4821398555 1950792.83806204, 955512.4213366346 1950700.4393069295, 955470.4630684716 1950611.7260024685, 955420.0114164258 1950527.552506275, 955361.552257486 1950448.7294551309, 955295.6485853099 1950376.015958108, 955222.935088287 1950310.1122859318, 955144.112037143 1950251.653126992, 955059.9385409494 1950201.2014749462, 954971.2252364884 1950159.2432067832, 954878.8264813778 1950126.1824035624, 954783.6321261395 1950102.3374588913, 954686.5589444529 1950087.9380126223, 954588.5418041233 1950083.1227392945, 954490.5246637937 1950087.9380126223, 954393.4514821072 1950102.3374588913, 954298.2571268688 1950126.1824035624, 954205.8583717583 1950159.2432067832, 954117.1450672973 1950201.2014749462, 954032.9715711037 1950251.653126992, 953954.1485199597 1950310.1122859318, 953881.4350229368 1950376.015958108, 953815.5313507606 1950448.7294551309, 953757.0721918208 1950527.552506275, 953706.620539775 1950611.7260024685, 953664.6622716121 1950700.4393069295, 953631.6014683911 1950792.83806204, 953607.7565237201 1950888.0324172785, 953593.3570774511 1950985.105598965, 953588.5418041233 1951083.1227392945, 953593.3570774511 1951181.1398796241, 953607.7565237201 1951278.2130613106, 953631.6014683911 1951373.407416549, 953664.6622716121 1951465.8061716596, 953706.620539775 1951554.5194761206, 953757.0721918208 1951638.692972314, 953815.5313507606 1951717.5160234582, 953881.4350229368 1951790.229520481, 953954.1485199597 1951856.1331926573, 954032.9715711037 1951914.592351597, 954117.1450672973 1951965.0440036429, 954205.8583717583 1952007.002271806, 954298.2571268688 1952040.0630750267, 954393.4514821072 1952063.9080196978, 954490.5246637937 1952078.3074659668, 954588.5418041233 1952083.1227392945, 954686.5589444529 1952078.3074659668, 954783.6321261395 1952063.9080196978, 954878.8264813778 1952040.0630750267, 954971.2252364884 1952007.002271806, 955059.9385409494 1951965.0440036429, 955144.112037143 1951914.592351597, 955222.935088287 1951856.1331926573, 955295.6485853099 1951790.229520481, 955361.552257486 1951717.5160234582, 955420.0114164258 1951638.692972314, 955470.4630684716 1951554.5194761206, 955512.4213366346 1951465.8061716596, 955545.4821398555 1951373.407416549, 955569.3270845265 1951278.2130613106, 955583.7265307956 1951181.1398796241, 955588.5418041233 1951083.1227392945))",85,24,47,8
어반스테이 명동 님이 호스팅하는 레지던스 전체,2,1,1,1.0,85500,더블침대1,37.565788,126.992372,POINT (955169.9666001796 1951946.1349647716),82.89842044405678,을지로3가역,82.99888116883464,을지로3가,"POLYGON ((956169.9666001796 1951946.1349647716, 956165.1513268518 1951848.117824442, 956150.7518805828 1951751.0446427555, 956126.9069359117 1951655.850287517, 956093.8461326908 1951563.4515324065, 956051.8878645279 1951474.7382279455, 956001.436212482 1951390.564731752, 955942.9770535423 1951311.741680608, 955877.0733813661 1951239.028183585, 955804.3598843432 1951173.1245114089, 955725.5368331992 1951114.665352469, 955641.3633370056 1951064.2137004232, 955552.6500325446 1951022.2554322602, 955460.251277434 1950989.1946290394, 955365.0569221957 1950965.3496843684, 955267.9837405091 1950950.9502380993, 955169.9666001796 1950946.1349647716, 955071.94945985 1950950.9502380993, 954974.8762781634 1950965.3496843684, 954879.681922925 1950989.1946290394, 954787.2831678145 1951022.2554322602, 954698.5698633535 1951064.2137004232, 954614.3963671599 1951114.665352469, 954535.5733160159 1951173.1245114089, 954462.859818993 1951239.028183585, 954396.9561468168 1951311.741680608, 954338.4969878771 1951390.564731752, 954288.0453358312 1951474.7382279455, 954246.0870676683 1951563.4515324065, 954213.0262644474 1951655.850287517, 954189.1813197763 1951751.0446427555, 954174.7818735073 1951848.117824442, 954169.9666001796 1951946.1349647716, 954174.7818735073 1952044.1521051012, 954189.1813197763 1952141.2252867876, 954213.0262644474 1952236.419642026, 954246.0870676683 1952328.8183971366, 954288.0453358312 1952417.5317015976, 954338.4969878771 1952501.705197791, 954396.9561468168 1952580.5282489352, 954462.859818993 1952653.241745958, 954535.5733160159 1952719.1454181343, 954614.3963671599 1952777.604577074, 954698.5698633535 1952828.05622912, 954787.2831678145 1952870.014497283, 954879.681922925 1952903.0753005038, 954974.8762781634 1952926.9202451748, 955071.94945985 1952941.3196914438, 955169.9666001796 1952946.1349647716, 955267.9837405091 1952941.3196914438, 955365.0569221957 1952926.9202451748, 955460.251277434 1952903.0753005038, 955552.6500325446 1952870.014497283, 955641.3633370056 1952828.05622912, 955725.5368331992 1952777.604577074, 955804.3598843432 1952719.1454181343, 955877.0733813661 1952653.241745958, 955942.9770535423 1952580.5282489352, 956001.436212482 1952501.705197791, 956051.8878645279 1952417.5317015976, 956093.8461326908 1952328.8183971366, 956126.9069359117 1952236.419642026, 956150.7518805828 1952141.2252867876, 956165.1513268518 1952044.1521051012, 956169.9666001796 1951946.1349647716))",82,21,30,10
